time,value
2024-07-07T00:35:02.040633258Z,{"lat":11.025022434679268,"lon":106.64883534689434}
2024-07-07T00:35:03.090638625Z,{"lat":11.024903915666396,"lon":106.64891598619404}
2024-07-07T00:35:04.092505508Z,{"lat":11.024781237556398,"lon":106.64899352540552}
2024-07-07T00:35:05.112728261Z,{"lat":11.024653277380278,"lon":106.64906624267985}
2024-07-07T00:35:06.13258031Z,{"lat":11.024517277649505,"lon":106.6491305551909}
2024-07-07T00:35:07.12572394Z,{"lat":11.02437436743902,"lon":106.64919149969592}
2024-07-07T00:35:08.16256709Z,{"lat":11.024223143311502,"lon":106.64923973777017}
2024-07-07T00:35:09.182801301Z,{"lat":11.024073057614673,"lon":106.6492558993414}
2024-07-07T00:35:10.192565584Z,{"lat":11.023943976693264,"lon":106.64926724572489}
2024-07-07T00:35:11.212436715Z,{"lat":11.0238027651607,"lon":106.6492796213534}
2024-07-07T00:35:12.217592803Z,{"lat":11.023661621394261,"lon":106.64928434533543}
2024-07-07T00:35:13.252784627Z,{"lat":11.023517212568585,"lon":106.64926073486888}
2024-07-07T00:35:14.262490669Z,{"lat":11.023373245559409,"lon":106.64922962194801}
2024-07-07T00:35:15.282653813Z,{"lat":11.023232730957446,"lon":106.64920032471512}
2024-07-07T00:35:16.297778969Z,{"lat":11.023086113595655,"lon":106.64917183396736}
2024-07-07T00:35:17.312614775Z,{"lat":11.022938454836822,"lon":106.64914361342643}
2024-07-07T00:35:18.322846715Z,{"lat":11.022797632419547,"lon":106.6491197823524}
2024-07-07T00:35:19.326906791Z,{"lat":11.022513483011018,"lon":106.64907886184439}
2024-07-07T00:35:20.362838374Z,{"lat":11.022363181734782,"lon":106.64905291430169}
2024-07-07T00:35:21.383074335Z,{"lat":11.022208488487449,"lon":106.64902103944033}
2024-07-07T00:35:22.388083398Z,{"lat":11.022042737924917,"lon":106.64898670860059}
2024-07-07T00:35:23.409965541Z,{"lat":11.02186799808582,"lon":106.64895225593807}
2024-07-07T00:35:24.422858496Z,{"lat":11.021692511891377,"lon":106.6489187266791}
2024-07-07T00:35:25.442971283Z,{"lat":11.021510497428807,"lon":106.64888457721656}
2024-07-07T00:35:26.462797038Z,{"lat":11.021324441587158,"lon":106.64885340089923}
2024-07-07T00:35:27.482847297Z,{"lat":11.021135512012231,"lon":106.64881956790467}
2024-07-07T00:35:28.493430608Z,{"lat":11.02094986753827,"lon":106.6487809247449}
2024-07-07T00:35:29.512722247Z,{"lat":11.02076722372142,"lon":106.64874562667177}
2024-07-07T00:35:30.506000421Z,{"lat":11.02058032991718,"lon":106.64871073965814}
2024-07-07T00:35:31.542979735Z,{"lat":11.02039822905265,"lon":106.6486699549959}
2024-07-07T00:35:32.572954748Z,{"lat":11.020217224703622,"lon":106.64863440597797}
2024-07-07T00:35:33.582892351Z,{"lat":11.02003847942949,"lon":106.64859660989411}
2024-07-07T00:35:34.592825562Z,{"lat":11.019861298304862,"lon":106.64855605201441}
2024-07-07T00:35:35.622725961Z,{"lat":11.019684503334327,"lon":106.64852090544518}
2024-07-07T00:35:36.633028465Z,{"lat":11.019505745669976,"lon":106.6484851295454}
2024-07-07T00:35:37.647759798Z,{"lat":11.019329603239061,"lon":106.64844701144808}
2024-07-07T00:35:38.64829389Z,{"lat":11.019158834037224,"lon":106.64840761966643}
2024-07-07T00:35:39.68339508Z,{"lat":11.01898683982281,"lon":106.64837575540889}
2024-07-07T00:35:40.696104826Z,{"lat":11.018815400191594,"lon":106.64834077518168}
2024-07-07T00:35:41.702848887Z,{"lat":11.018641078620737,"lon":106.64830510899868}
2024-07-07T00:35:42.732834861Z,{"lat":11.018465950411231,"lon":106.6482711786815}
2024-07-07T00:35:43.755980697Z,{"lat":11.018288268400878,"lon":106.64823576498011}
2024-07-07T00:35:44.738885882Z,{"lat":11.018115561539302,"lon":106.64820369789788}
2024-07-07T00:35:45.751983046Z,{"lat":11.017938063874663,"lon":106.6481747809844}
2024-07-07T00:35:46.772934834Z,{"lat":11.017757773731981,"lon":106.64814164921411}
2024-07-07T00:35:47.772318635Z,{"lat":11.017574103022127,"lon":106.64810748310767}
2024-07-07T00:35:48.79212382Z,{"lat":11.017393699012223,"lon":106.64807651645391}
2024-07-07T00:35:49.811869809Z,{"lat":11.017207375253088,"lon":106.64803986298334}
2024-07-07T00:35:50.825069197Z,{"lat":11.01702110602263,"lon":106.6480020674103}
2024-07-07T00:35:51.822221422Z,{"lat":11.016834144579965,"lon":106.64796505054505}
2024-07-07T00:35:52.841601799Z,{"lat":11.016650069870707,"lon":106.64793059793693}
2024-07-07T00:35:53.876986585Z,{"lat":11.016473095011055,"lon":106.64789614812247}
2024-07-07T00:35:54.871857925Z,{"lat":11.016295972617186,"lon":106.6478618609142}
2024-07-07T00:35:55.901824322Z,{"lat":11.016120120964251,"lon":106.64783006004522}
2024-07-07T00:35:56.921952966Z,{"lat":11.015945929386447,"lon":106.64779813939789}
2024-07-07T00:35:57.938824276Z,{"lat":11.015773289070951,"lon":106.64776323770273}
2024-07-07T00:35:58.957966075Z,{"lat":11.015600777901822,"lon":106.6477295883924}
2024-07-07T00:35:59.967778074Z,{"lat":11.015436845979941,"lon":106.64769978120816}
2024-07-07T00:36:00.992953233Z,{"lat":11.015270391849143,"lon":106.64766954306074}
2024-07-07T00:36:01.987106085Z,{"lat":11.015105524450158,"lon":106.64763815051577}
2024-07-07T00:36:03.024781652Z,{"lat":11.014941535802715,"lon":106.64760543367284}
2024-07-07T00:36:04.042005129Z,{"lat":11.01477863310033,"lon":106.6475740400061}
2024-07-07T00:36:05.055328265Z,{"lat":11.0146093365447,"lon":106.64754294015172}
2024-07-07T00:36:06.07196243Z,{"lat":11.014436783117127,"lon":106.64751214246301}
2024-07-07T00:36:07.071328124Z,{"lat":11.014258068348052,"lon":106.64747807840658}
2024-07-07T00:36:08.125915592Z,{"lat":11.01407445082161,"lon":106.64744010282628}
2024-07-07T00:36:09.149084052Z,{"lat":11.013888210513596,"lon":106.64740026714219}
2024-07-07T00:36:10.137878647Z,{"lat":11.01369891734312,"lon":106.64735959023675}
2024-07-07T00:36:11.159756919Z,{"lat":11.013509531788909,"lon":106.64731946840622}
2024-07-07T00:36:12.159798632Z,{"lat":11.013320354503053,"lon":106.64728107710661}
2024-07-07T00:36:13.189556352Z,{"lat":11.013130813241535,"lon":106.64724128313314}
2024-07-07T00:36:14.209981308Z,{"lat":11.012941764684443,"lon":106.64720022607116}
2024-07-07T00:36:15.220294606Z,{"lat":11.012752968168696,"lon":106.6471559249213}
2024-07-07T00:36:16.23967135Z,{"lat":11.01256669620477,"lon":106.64710831743582}
2024-07-07T00:36:17.263072399Z,{"lat":11.012382116873981,"lon":106.64706174025224}
2024-07-07T00:36:18.28004075Z,{"lat":11.012199629456488,"lon":106.64701148986956}
2024-07-07T00:36:19.289753467Z,{"lat":11.012016967363225,"lon":106.6469624331351}
2024-07-07T00:36:20.310622135Z,{"lat":11.011832109179494,"lon":106.64691655257347}
2024-07-07T00:36:21.320290496Z,{"lat":11.011654465585018,"lon":106.64686990034728}
2024-07-07T00:36:22.339826654Z,{"lat":11.011309982285919,"lon":106.64677782941054}
2024-07-07T00:36:23.359841664Z,{"lat":11.011148393545032,"lon":106.64673616697283}
2024-07-07T00:36:24.36950865Z,{"lat":11.010991004803213,"lon":106.64670104854206}
2024-07-07T00:36:25.389639215Z,{"lat":11.010848553567977,"lon":106.64666895364171}
2024-07-07T00:36:26.409628555Z,{"lat":11.010715643395818,"lon":106.64664223326857}
2024-07-07T00:36:27.435083633Z,{"lat":11.010595033667412,"lon":106.64661968592034}
2024-07-07T00:36:28.440158781Z,{"lat":11.010472157098308,"lon":106.64658692827943}
2024-07-07T00:36:29.465385719Z,{"lat":11.010339883625221,"lon":106.64655100854903}
2024-07-07T00:36:30.480057981Z,{"lat":11.01020493545079,"lon":106.64651659675822}
2024-07-07T00:36:31.469842001Z,{"lat":11.010084547716794,"lon":106.64648924369148}
2024-07-07T00:36:32.48987105Z,{"lat":11.00997005582163,"lon":106.64645146107061}
2024-07-07T00:36:33.509959511Z,{"lat":11.009862973565358,"lon":106.64642136211721}
2024-07-07T00:36:34.544600741Z,{"lat":11.009753582947045,"lon":106.6463903201602}
2024-07-07T00:36:35.544692939Z,{"lat":11.00963849593753,"lon":106.6463433248478}
2024-07-07T00:36:36.574795059Z,{"lat":11.00951851800233,"lon":106.64627731696446}
2024-07-07T00:36:37.597950415Z,{"lat":11.009392369078403,"lon":106.64620873745773}
2024-07-07T00:36:38.609923166Z,{"lat":11.009262137834064,"lon":106.64613478668294}
2024-07-07T00:36:39.628030325Z,{"lat":11.00912805502524,"lon":106.64605082560175}
2024-07-07T00:36:40.644787803Z,{"lat":11.008992782754232,"lon":106.64595844199395}
2024-07-07T00:36:41.658859968Z,{"lat":11.008851509054292,"lon":106.64586149503475}
2024-07-07T00:36:42.672074032Z,{"lat":11.008709552397484,"lon":106.64575849086052}
2024-07-07T00:36:43.694856733Z,{"lat":11.008563968231776,"lon":106.64565679493141}
2024-07-07T00:36:44.704545259Z,{"lat":11.00841764729308,"lon":106.64555957847593}
2024-07-07T00:36:45.724957193Z,{"lat":11.008268508293083,"lon":106.64546912520382}
2024-07-07T00:36:46.732884636Z,{"lat":11.008122772913852,"lon":106.64539555611917}
2024-07-07T00:36:47.754944808Z,{"lat":11.007975619072342,"lon":106.64533171798034}
2024-07-07T00:36:48.7753886Z,{"lat":11.007826655364399,"lon":106.64527635875416}
2024-07-07T00:36:49.790027633Z,{"lat":11.00767925365067,"lon":106.64523406917206}
2024-07-07T00:36:50.804849816Z,{"lat":11.007540035268217,"lon":106.645203875672}
2024-07-07T00:36:51.82799184Z,{"lat":11.007401216238039,"lon":106.64518313355042}
2024-07-07T00:36:52.81800385Z,{"lat":11.007262774744127,"lon":106.6451703032512}
2024-07-07T00:36:53.854535606Z,{"lat":11.007128160465626,"lon":106.64517005471923}
2024-07-07T00:36:54.874728648Z,{"lat":11.006992505519335,"lon":106.64517554322465}
2024-07-07T00:36:55.8897623Z,{"lat":11.006865705938063,"lon":106.64518518181204}
2024-07-07T00:36:56.904684836Z,{"lat":11.00674323960894,"lon":106.64519389383943}
2024-07-07T00:36:57.925244088Z,{"lat":11.00661923788185,"lon":106.6452064489615}
2024-07-07T00:36:58.944692325Z,{"lat":11.006492177302077,"lon":106.64521785745889}
2024-07-07T00:36:59.955477667Z,{"lat":11.006359676501585,"lon":106.64523654268801}
2024-07-07T00:37:00.978055025Z,{"lat":11.006221708259723,"lon":106.64525534157437}
2024-07-07T00:37:01.974677507Z,{"lat":11.00607970609444,"lon":106.64527626844036}
2024-07-07T00:37:03.004992527Z,{"lat":11.005943040231678,"lon":106.64529499580473}
2024-07-07T00:37:04.024934141Z,{"lat":11.00581608197215,"lon":106.64531329529238}
2024-07-07T00:37:05.044650222Z,{"lat":11.005722329957388,"lon":106.64536764761802}
2024-07-07T00:37:06.054738Z,{"lat":11.005631043401763,"lon":106.6453892136102}
2024-07-07T00:37:07.061270907Z,{"lat":11.005553821518157,"lon":106.64541087337254}
2024-07-07T00:37:08.097893795Z,{"lat":11.005474409885808,"lon":106.64542839092044}
2024-07-07T00:37:09.108759172Z,{"lat":11.005411513336274,"lon":106.64544195449837}
2024-07-07T00:37:10.120872381Z,{"lat":11.005363412187597,"lon":106.64544988779703}
2024-07-07T00:37:11.141954025Z,{"lat":11.005324728282837,"lon":106.64545182256913}
2024-07-07T00:37:12.152376048Z,{"lat":11.005283054150565,"lon":106.64546142273068}
2024-07-07T00:37:13.174694618Z,{"lat":11.005249041639482,"lon":106.64546946716538}
2024-07-07T00:37:14.193445812Z,{"lat":11.005224122662552,"lon":106.64547767807608}
2024-07-07T00:37:15.20919314Z,{"lat":11.005196314232139,"lon":106.64552366965901}
2024-07-07T00:37:16.230559042Z,{"lat":11.005156067900847,"lon":106.64553396496967}
2024-07-07T00:37:17.232742569Z,{"lat":11.005102309734824,"lon":106.64554714592528}
2024-07-07T00:37:18.274147632Z,{"lat":11.005046434084175,"lon":106.64556687454379}
2024-07-07T00:37:19.269129871Z,{"lat":11.004989869123825,"lon":106.6455967872789}
2024-07-07T00:37:20.280726528Z,{"lat":11.004929892617687,"lon":106.64562808625159}
2024-07-07T00:37:21.301662638Z,{"lat":11.004848092079603,"lon":106.64566103825378}
2024-07-07T00:37:22.314903234Z,{"lat":11.004755958024031,"lon":106.64569539329055}
2024-07-07T00:37:23.326207169Z,{"lat":11.004524702751631,"lon":106.64577634209046}
2024-07-07T00:37:24.349301872Z,{"lat":11.00439323944242,"lon":106.64581865875563}
2024-07-07T00:37:25.370727832Z,{"lat":11.00425219518686,"lon":106.64585494789203}
2024-07-07T00:37:26.380843966Z,{"lat":11.004105910602478,"lon":106.64589147366162}
2024-07-07T00:37:27.400967944Z,{"lat":11.003960771821646,"lon":106.64592500652753}
2024-07-07T00:37:28.41484048Z,{"lat":11.003815916081349,"lon":106.64595322229611}
2024-07-07T00:37:29.440859825Z,{"lat":11.003679273779156,"lon":106.64597751331726}
2024-07-07T00:37:30.455038553Z,{"lat":11.003546836318627,"lon":106.6460036328793}
2024-07-07T00:37:31.465008921Z,{"lat":11.00342209905928,"lon":106.64603845366209}
2024-07-07T00:37:32.48493816Z,{"lat":11.003306761526224,"lon":106.6460749967585}
2024-07-07T00:37:33.50983513Z,{"lat":11.003193376918848,"lon":106.6461007185434}
2024-07-07T00:37:34.52191924Z,{"lat":11.00307798058164,"lon":106.6461266170379}
2024-07-07T00:37:35.554851029Z,{"lat":11.002958255073674,"lon":106.64615686171217}
2024-07-07T00:37:36.564176173Z,{"lat":11.002841979646877,"lon":106.64618252876716}
2024-07-07T00:37:37.577577717Z,{"lat":11.002713304640132,"lon":106.64621101946419}
2024-07-07T00:37:38.589610086Z,{"lat":11.002588307052292,"lon":106.64624754034563}
2024-07-07T00:37:39.626381782Z,{"lat":11.002450616295699,"lon":106.64628640505023}
2024-07-07T00:37:40.622880539Z,{"lat":11.002304823373306,"lon":106.64633478899789}
2024-07-07T00:37:41.64312565Z,{"lat":11.002147770785022,"lon":106.64638287266928}
2024-07-07T00:37:42.650025251Z,{"lat":11.001987628654332,"lon":106.64642832056602}
2024-07-07T00:37:43.673723575Z,{"lat":11.00182104087605,"lon":106.64647223818824}
2024-07-07T00:37:44.685418861Z,{"lat":11.001651466047369,"lon":106.6465164185865}
2024-07-07T00:37:45.7175264Z,{"lat":11.001478665203468,"lon":106.64655138269495}
2024-07-07T00:37:46.717366624Z,{"lat":11.001305580279034,"lon":106.64658787326718}
2024-07-07T00:37:47.735339068Z,{"lat":11.001127134839624,"lon":106.64662111983628}
2024-07-07T00:37:48.755541913Z,{"lat":11.000949745608104,"lon":106.64665785186261}
2024-07-07T00:37:49.766486957Z,{"lat":11.000773286260939,"lon":106.64669444456028}
2024-07-07T00:37:50.785422237Z,{"lat":11.000599899984437,"lon":106.6467264371318}
2024-07-07T00:37:51.813652251Z,{"lat":11.000425842150621,"lon":106.64675251133022}
2024-07-07T00:37:52.799224586Z,{"lat":11.000253944740033,"lon":106.64678089868437}
2024-07-07T00:37:53.835547508Z,{"lat":11.000084115459988,"lon":106.64680740686052}
2024-07-07T00:37:54.834600507Z,{"lat":10.999916191443742,"lon":106.64683985402154}
2024-07-07T00:37:55.866134776Z,{"lat":10.999751345528658,"lon":106.64688152058034}
2024-07-07T00:37:56.892661225Z,{"lat":10.999591926616647,"lon":106.64692725904257}
2024-07-07T00:37:57.914379659Z,{"lat":10.999441684784603,"lon":106.64697049294682}
2024-07-07T00:37:58.919133061Z,{"lat":10.999299886434226,"lon":106.64701783088407}
2024-07-07T00:37:59.932809448Z,{"lat":10.999176493319329,"lon":106.64706376923046}
2024-07-07T00:38:00.949947401Z,{"lat":10.999059157655383,"lon":106.64711585968224}
2024-07-07T00:38:01.962474457Z,{"lat":10.998947843934872,"lon":106.6471664069411}
2024-07-07T00:38:02.97967459Z,{"lat":10.99884601915539,"lon":106.6472134804768}
2024-07-07T00:38:03.999555793Z,{"lat":10.998753829814236,"lon":106.64726189719102}
2024-07-07T00:38:05.015372739Z,{"lat":10.99866336601667,"lon":106.64731280149464}
2024-07-07T00:38:06.035150764Z,{"lat":10.998587259449803,"lon":106.64736082325139}
2024-07-07T00:38:07.059506713Z,{"lat":10.998513888833632,"lon":106.64741463848115}
2024-07-07T00:38:08.073152853Z,{"lat":10.998436679235589,"lon":106.64747301179453}
2024-07-07T00:38:09.089419823Z,{"lat":10.998363216085037,"lon":106.64753232959022}
2024-07-07T00:38:10.100481625Z,{"lat":10.998287346728215,"lon":106.64759948381715}
2024-07-07T00:38:11.12010931Z,{"lat":10.998207150770567,"lon":106.64766992345118}
2024-07-07T00:38:12.119749612Z,{"lat":10.998128741926486,"lon":106.647746710537}
2024-07-07T00:38:13.150235121Z,{"lat":10.998049582288978,"lon":106.64783090567522}
2024-07-07T00:38:14.173764084Z,{"lat":10.997968916125128,"lon":106.64791777164177}
2024-07-07T00:38:15.190592514Z,{"lat":10.99788048348812,"lon":106.64801475739888}
2024-07-07T00:38:16.200756724Z,{"lat":10.997786815258705,"lon":106.6481114792291}
2024-07-07T00:38:17.220536099Z,{"lat":10.997693487674603,"lon":106.64821115395223}
2024-07-07T00:38:18.240593387Z,{"lat":10.99759886653708,"lon":106.64831077435116}
2024-07-07T00:38:19.251351969Z,{"lat":10.99750709886462,"lon":106.64841396890257}
2024-07-07T00:38:20.270779662Z,{"lat":10.997415704792136,"lon":106.64852140841403}
2024-07-07T00:38:21.290514173Z,{"lat":10.997326169664726,"lon":106.6486298150126}
2024-07-07T00:38:22.278810772Z,{"lat":10.997235988311273,"lon":106.64873844201354}
2024-07-07T00:38:23.300367571Z,{"lat":10.997144031469567,"lon":106.64884977602885}
2024-07-07T00:38:24.318246217Z,{"lat":10.997056986523194,"lon":106.64895784511151}
2024-07-07T00:38:25.496204906Z,{"lat":10.996972581119262,"lon":106.64906185961038}
2024-07-07T00:38:26.350471844Z,{"lat":10.99681757912257,"lon":106.64925578222338}
2024-07-07T00:38:27.370653544Z,{"lat":10.996751100637622,"lon":106.64934025823658}
2024-07-07T00:38:28.390335599Z,{"lat":10.996691586594611,"lon":106.64941721038214}
2024-07-07T00:38:29.400787227Z,{"lat":10.996641215292774,"lon":106.64948346837821}
2024-07-07T00:38:30.420288167Z,{"lat":10.996593760319868,"lon":106.64954329094863}
2024-07-07T00:38:31.440709009Z,{"lat":10.996559300007616,"lon":106.6495913515665}
2024-07-07T00:38:32.435664679Z,{"lat":10.996536842404494,"lon":106.6496244611165}
2024-07-07T00:38:33.470326132Z,{"lat":10.996515272392866,"lon":106.64965302425853}
2024-07-07T00:38:34.480345736Z,{"lat":10.996497590712863,"lon":106.64967188233508}
2024-07-07T00:38:35.496599899Z,{"lat":10.996485494136094,"lon":106.64967997703626}
2024-07-07T00:38:36.520535242Z,{"lat":10.996488306216028,"lon":106.64967976181903}
2024-07-07T00:38:37.541173671Z,{"lat":10.996489138423023,"lon":106.64968221230485}
2024-07-07T00:38:38.550310023Z,{"lat":10.996489792624821,"lon":106.6496876932177}
2024-07-07T00:38:39.573583863Z,{"lat":10.996494313624666,"lon":106.64969112578378}
2024-07-07T00:38:40.592378821Z,{"lat":10.996492873815853,"lon":106.64969485076156}
2024-07-07T00:38:41.600045533Z,{"lat":10.996489422626432,"lon":106.64969108658211}
2024-07-07T00:38:42.620291491Z,{"lat":10.996493898065301,"lon":106.64968519973414}
2024-07-07T00:38:43.615200719Z,{"lat":10.996496430150843,"lon":106.64968609295886}
2024-07-07T00:38:44.641688345Z,{"lat":10.996496430150843,"lon":106.64968609295886}
2024-07-07T00:38:45.674791511Z,{"lat":10.996496430150843,"lon":106.64968609295886}
2024-07-07T00:38:46.683912351Z,{"lat":10.996496430150843,"lon":106.64968609295886}
2024-07-07T00:38:47.704219028Z,{"lat":10.996496430150843,"lon":106.64968609295886}
2024-07-07T00:38:48.717144294Z,{"lat":10.996514847484303,"lon":106.64969861649301}
2024-07-07T00:38:49.733963981Z,{"lat":10.99651484748521,"lon":106.64969861649362}
2024-07-07T00:38:50.744140676Z,{"lat":10.996496430150843,"lon":106.64968609295886}
2024-07-07T00:38:51.753814504Z,{"lat":10.996496430150843,"lon":106.64968609295886}
2024-07-07T00:38:52.779616609Z,{"lat":10.996496430150843,"lon":106.64968609295886}
2024-07-07T00:38:53.792564342Z,{"lat":10.996496430150843,"lon":106.64968609295886}
2024-07-07T00:38:54.805719216Z,{"lat":10.996496430150843,"lon":106.64968609295886}
2024-07-07T00:38:55.833361041Z,{"lat":10.996496430150843,"lon":106.64968609295886}
2024-07-07T00:38:56.849355839Z,{"lat":10.996496430150843,"lon":106.64968609295886}
2024-07-07T00:38:57.869450374Z,{"lat":10.996514847484992,"lon":106.64969861649348}
2024-07-07T00:38:58.889774367Z,{"lat":10.996496430150843,"lon":106.64968609295886}
2024-07-07T00:38:59.90430741Z,{"lat":10.996496430150843,"lon":106.64968609295886}
2024-07-07T00:39:00.925007088Z,{"lat":10.996488942073126,"lon":106.6496988986284}
2024-07-07T00:39:01.944729736Z,{"lat":10.996473389217764,"lon":106.64973910617118}
2024-07-07T00:39:02.930093148Z,{"lat":10.99644452331166,"lon":106.64978235212854}
2024-07-07T00:39:03.969896286Z,{"lat":10.996410938480333,"lon":106.6498357878815}
2024-07-07T00:39:04.961477431Z,{"lat":10.996373223702703,"lon":106.64989360535796}
2024-07-07T00:39:05.982312191Z,{"lat":10.996328460259845,"lon":106.64996087026995}
2024-07-07T00:39:07.003548376Z,{"lat":10.996296191440802,"lon":106.65004012221911}
2024-07-07T00:39:08.021253623Z,{"lat":10.996243279190997,"lon":106.650125747654}
2024-07-07T00:39:09.031355585Z,{"lat":10.996184993725874,"lon":106.65022006833024}
2024-07-07T00:39:10.056533995Z,{"lat":10.996121336545144,"lon":106.65032308178667}
2024-07-07T00:39:11.066829553Z,{"lat":10.99606817546904,"lon":106.65045536282048}
2024-07-07T00:39:12.062531702Z,{"lat":10.99599859226593,"lon":106.6505805921533}
2024-07-07T00:39:13.092418353Z,{"lat":10.995926804568757,"lon":106.6507088147237}
2024-07-07T00:39:14.106680746Z,{"lat":10.995847679496114,"lon":106.65084393617872}
2024-07-07T00:39:15.145118182Z,{"lat":10.995767931473168,"lon":106.65098183699224}
2024-07-07T00:39:16.14670436Z,{"lat":10.995687919679167,"lon":106.65112545663851}
2024-07-07T00:39:17.167492986Z,{"lat":10.995601249346114,"lon":106.65127000329164}
2024-07-07T00:39:18.187258988Z,{"lat":10.995511697980751,"lon":106.65142195529168}
2024-07-07T00:39:19.193247395Z,{"lat":10.99541829083712,"lon":106.65156994357645}
2024-07-07T00:39:20.1952377Z,{"lat":10.995323280768067,"lon":106.65172217837303}
2024-07-07T00:39:21.218373635Z,{"lat":10.995239773114218,"lon":106.65187906632372}
2024-07-07T00:39:22.226921009Z,{"lat":10.99515577254652,"lon":106.65202157686336}
2024-07-07T00:39:23.271056886Z,{"lat":10.995070212295921,"lon":106.65216747944788}
2024-07-07T00:39:24.281756181Z,{"lat":10.994978042331411,"lon":106.6523032867727}
2024-07-07T00:39:25.29662399Z,{"lat":10.99489031950785,"lon":106.65244410184096}
2024-07-07T00:39:26.307287312Z,{"lat":10.994814095485282,"lon":106.65259288838477}
2024-07-07T00:39:27.304874079Z,{"lat":10.99471964432395,"lon":106.65273178740618}
2024-07-07T00:39:28.34715506Z,{"lat":10.994536431987626,"lon":106.65301226326972}
2024-07-07T00:39:29.396381296Z,{"lat":10.99444164092152,"lon":106.65315267737257}
2024-07-07T00:39:30.396818784Z,{"lat":10.994352076876208,"lon":106.65329018522087}
2024-07-07T00:39:31.396874273Z,{"lat":10.99426139375454,"lon":106.65342701688016}
2024-07-07T00:39:32.397168372Z,{"lat":10.994167437965965,"lon":106.65356554398288}
2024-07-07T00:39:33.430255456Z,{"lat":10.994109671209156,"lon":106.65374578460234}
2024-07-07T00:39:34.471179915Z,{"lat":10.994021648267829,"lon":106.65389436838143}
2024-07-07T00:39:35.464822177Z,{"lat":10.993934659022308,"lon":106.6540437653378}
2024-07-07T00:39:36.483173023Z,{"lat":10.993846653646957,"lon":106.65419197048578}
2024-07-07T00:39:37.502851088Z,{"lat":10.993757751176341,"lon":106.65433439745301}
2024-07-07T00:39:38.513020843Z,{"lat":10.99367279510357,"lon":106.65447461645925}
2024-07-07T00:39:39.532774136Z,{"lat":10.993591635436275,"lon":106.65461379612265}
2024-07-07T00:39:40.552916502Z,{"lat":10.993507850415629,"lon":106.65475652293863}
2024-07-07T00:39:41.562927328Z,{"lat":10.993424090983597,"lon":106.6548955740531}
2024-07-07T00:39:42.578064615Z,{"lat":10.993342758840912,"lon":106.65502414516736}
2024-07-07T00:39:43.602837087Z,{"lat":10.993263954593681,"lon":106.65515064541819}
2024-07-07T00:39:44.612777322Z,{"lat":10.993196701952671,"lon":106.65526182130843}
2024-07-07T00:39:45.632920599Z,{"lat":10.99313676917079,"lon":106.65535195225846}
2024-07-07T00:39:46.652862304Z,{"lat":10.993090352652581,"lon":106.65542514328881}
2024-07-07T00:39:47.662931103Z,{"lat":10.993046810712563,"lon":106.6554830557958}
2024-07-07T00:39:48.704140377Z,{"lat":10.993018685806758,"lon":106.65553170486457}
2024-07-07T00:39:49.702653634Z,{"lat":10.993000957678053,"lon":106.65556991640517}
2024-07-07T00:39:50.712593613Z,{"lat":10.992990256958542,"lon":106.65558456924931}
2024-07-07T00:39:51.742803715Z,{"lat":10.992991079753144,"lon":106.65557756522395}
2024-07-07T00:39:52.730591123Z,{"lat":10.992988817106111,"lon":106.65556767262396}
2024-07-07T00:39:53.758029578Z,{"lat":10.992985403705953,"lon":106.65556143344178}
2024-07-07T00:39:54.769074424Z,{"lat":10.992983103153554,"lon":106.65555953910601}
2024-07-07T00:39:55.802875613Z,{"lat":10.992980192463621,"lon":106.65556005602741}
2024-07-07T00:39:56.812749087Z,{"lat":10.99297989079929,"lon":106.65555676662979}
2024-07-07T00:39:57.833101829Z,{"lat":10.992976634167416,"lon":106.65555581283687}
2024-07-07T00:39:58.852854463Z,{"lat":10.992975391364233,"lon":106.65555811796976}
2024-07-07T00:39:59.863003388Z,{"lat":10.992978806294909,"lon":106.65555781731013}
2024-07-07T00:40:00.897926595Z,{"lat":10.992978806294909,"lon":106.65555781731013}
2024-07-07T00:40:01.902632409Z,{"lat":10.992978806294909,"lon":106.65555781731013}
2024-07-07T00:40:02.913122988Z,{"lat":10.992978806294909,"lon":106.65555781731013}
2024-07-07T00:40:03.937022291Z,{"lat":10.992978806294909,"lon":106.65555781731013}
2024-07-07T00:40:04.95284443Z,{"lat":10.992978806294909,"lon":106.65555781731013}
2024-07-07T00:40:05.962795429Z,{"lat":10.992980346379694,"lon":106.65555553838409}
2024-07-07T00:40:06.982814966Z,{"lat":10.992980130266421,"lon":106.65555486374629}
2024-07-07T00:40:07.992726404Z,{"lat":10.992980130266421,"lon":106.65555486374629}
2024-07-07T00:40:09.01296675Z,{"lat":10.992980130266421,"lon":106.65555486374629}
2024-07-07T00:40:10.022672327Z,{"lat":10.992978947976257,"lon":106.6555547524174}
2024-07-07T00:40:11.052620664Z,{"lat":10.992978652331855,"lon":106.65555501348548}
2024-07-07T00:40:12.062700549Z,{"lat":10.992978533580558,"lon":106.65555472480136}
2024-07-07T00:40:13.085763782Z,{"lat":10.992978533580558,"lon":106.65555472480136}
2024-07-07T00:40:14.10294772Z,{"lat":10.992978533580558,"lon":106.65555472480136}
2024-07-07T00:40:15.096158008Z,{"lat":10.992978533580558,"lon":106.65555472480136}
2024-07-07T00:40:16.122939989Z,{"lat":10.992978533580558,"lon":106.65555472480136}
2024-07-07T00:40:17.142991946Z,{"lat":10.992978533580558,"lon":106.65555472480136}
